"Timestamp","State","LocalAddress","LocalPort","RemoteAddress","RemotePort","OwningProcess"
"2026-06-18T05:41:31.0986892+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:31.6335019+00:00","Bound","0.0.0.0","50017","0.0.0.0","0","3056"
"2026-06-18T05:41:31.6335019+00:00","Bound","0.0.0.0","50016","0.0.0.0","0","3056"
"2026-06-18T05:41:31.6335019+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:31.6335019+00:00","SynSent","127.0.0.1","50017","127.0.0.1","4449","3056"
"2026-06-18T05:41:31.6335019+00:00","SynSent","127.0.0.1","50016","127.0.0.1","4449","3056"
"2026-06-18T05:41:31.6335019+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:31.6335019+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:32.1685441+00:00","Bound","0.0.0.0","50019","0.0.0.0","0","3056"
"2026-06-18T05:41:32.1685441+00:00","Bound","0.0.0.0","50018","0.0.0.0","0","3056"
"2026-06-18T05:41:32.1685441+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:32.1685441+00:00","SynSent","127.0.0.1","50019","127.0.0.1","4449","3056"
"2026-06-18T05:41:32.1685441+00:00","SynSent","127.0.0.1","50018","127.0.0.1","4449","3056"
"2026-06-18T05:41:32.1685441+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:32.1685441+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:32.7179090+00:00","Bound","0.0.0.0","50019","0.0.0.0","0","3056"
"2026-06-18T05:41:32.7179090+00:00","Bound","0.0.0.0","50018","0.0.0.0","0","3056"
"2026-06-18T05:41:32.7179090+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:32.7179090+00:00","SynSent","127.0.0.1","50019","127.0.0.1","4449","3056"
"2026-06-18T05:41:32.7179090+00:00","SynSent","127.0.0.1","50018","127.0.0.1","4449","3056"
"2026-06-18T05:41:32.7179090+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:32.7179090+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:33.2609563+00:00","Bound","0.0.0.0","50019","0.0.0.0","0","3056"
"2026-06-18T05:41:33.2609563+00:00","Bound","0.0.0.0","50018","0.0.0.0","0","3056"
"2026-06-18T05:41:33.2609563+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:33.2609563+00:00","SynSent","127.0.0.1","50019","127.0.0.1","4449","3056"
"2026-06-18T05:41:33.2609563+00:00","SynSent","127.0.0.1","50018","127.0.0.1","4449","3056"
"2026-06-18T05:41:33.2609563+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:33.2609563+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:33.8341748+00:00","Bound","0.0.0.0","50019","0.0.0.0","0","3056"
"2026-06-18T05:41:33.8341748+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:33.8341748+00:00","SynSent","127.0.0.1","50019","127.0.0.1","4449","3056"
"2026-06-18T05:41:33.8341748+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:33.8341748+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:34.3704095+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:34.3704095+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:34.3704095+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:34.9039781+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
